ep,iter,selection_att,selection_str,Select_percent,Design_rule,Starting_case,Crossec_opt,mass,max_disp,strain_ener,max_util
0,0,1.0,1.0,0.2,0.0,2.0,0.0,7849.998039,12.314927,0.580774,7.274603
