X1,Y1,X2,Y2,X3,Y3,X4,Y4,X5,Y5,material_consumption
0.0,0.0,0.5,-0.0394,1.0,0.0,0.288471,-0.706716,0.8,-0.7,4.819999999999999
0.0,0.0,0.5,0.105243,1.0,0.0,0.166814,-0.737989,0.8,-0.7,5.337
0.0,0.0,0.5,0.106429,1.0,0.0,0.005281,-0.785305,0.8,-0.7,5.672
0.0,0.0,0.5,-0.016275,1.0,0.0,0.146562,-0.697476,0.8,-0.7,5.012
0.0,0.0,0.5,-0.153289,1.0,0.0,0.102664,-0.736056,0.8,-0.7,4.942
0.0,0.0,0.5,-0.08791,1.0,0.0,0.145696,-0.629306,0.8,-0.7,4.759
0.0,0.0,0.5,0.015752,1.0,0.0,0.19273,-0.544833,0.8,-0.7,4.729
0.0,0.0,0.5,-0.198344,1.0,0.0,0.186038,-0.957503,0.8,-0.7,5.276000000000001
0.0,0.0,0.5,-0.092047,1.0,0.0,0.022004,-0.519938,0.8,-0.7,4.767
0.0,0.0,0.5,0.115017,1.0,0.0,0.268627,-0.940511,0.8,-0.7,5.726
0.0,0.0,0.5,-0.062914,1.0,0.0,0.178612,-0.522639,0.8,-0.7,4.567
0.0,0.0,0.5,-0.206832,1.0,0.0,0.129711,-0.574326,0.8,-0.7,4.545999999999999
0.0,0.0,0.5,0.269902,1.0,0.0,0.022275,-0.880802,0.8,-0.7,6.313
0.0,0.0,0.5,-0.248976,1.0,0.0,0.130405,-0.529406,0.8,-0.7,4.445
0.0,0.0,0.5,0.284194,1.0,0.0,0.026728,-0.877281,0.8,-0.7,6.343
0.0,0.0,0.5,-0.007169,1.0,0.0,0.088906,-0.937206,0.8,-0.7,5.646
0.0,0.0,0.5,0.083399,1.0,0.0,0.19594,-0.599641,0.8,-0.7,4.972
0.0,0.0,0.5,-0.271887,1.0,0.0,0.262591,-0.577748,0.8,-0.7,4.309
0.0,0.0,0.5,-0.2275,1.0,0.0,0.103892,-0.656934,0.8,-0.7,4.713
0.0,0.0,0.5,-0.171122,1.0,0.0,0.159946,-0.489093,0.8,-0.7,4.401000000000001
0.0,0.0,0.5,-0.248308,1.0,0.0,0.025718,-0.94882,0.8,-0.7,5.433000000000001
0.0,0.0,0.5,-0.112858,1.0,0.0,0.235568,-0.84487,0.8,-0.7,5.058
0.0,0.0,0.5,0.02924,1.0,0.0,0.278197,-0.816451,0.8,-0.7,5.2090000000000005
0.0,0.0,0.5,-0.116103,1.0,0.0,0.290663,-0.621246,0.8,-0.7,4.523
